year,disaster,fips,disaster_dct,disaster_dc,disaster_dt,disaster_d,category,disaster_ct
2012,Heat,01038,2,4,1632,15700,top20,14
1997,Thunderstorm Wind,01039,7,95,9868,216417,top2,10
1997,Tornado,01039,1,20,1180,22750,top10,10
1997,Heavy Snow,01039,1,3,2994,41887,top10,10
1997,Hail,01039,1,72,8612,209891,top2,10
2002,Thunderstorm Wind,01039,7,95,12004,216417,top2,12
2002,Hail,01039,4,72,12540,209891,top2,12
2002,Tornado,01039,1,20,1040,22750,top10,12
2007,Drought,01039,10,18,3616,37442,top10,19
2007,Thunderstorm Wind,01039,6,95,13015,216417,top2,19
2007,Hail,01039,2,72,12711,209891,top2,19
2007,Heat,01039,1,6,464,15700,top20,19
2012,Heat,01039,4,6,1632,15700,top20,10
2012,Flash Flood,01039,1,12,2304,52939,top10,10
2012,Hail,01039,2,72,13385,209891,top2,10
2012,Funnel Cloud,01039,2,3,326,6056,top30,10
2012,Thunderstorm Wind,01039,1,95,16238,216417,top2,10
2002,Heavy Snow,01040,1,3,3126,41887,top10,1
2007,Drought,01040,8,25,3616,37442,top10,10
2007,Strong Wind,01040,1,7,825,14023,top20,10
2007,Heat,01040,1,5,464,15700,top20,10
2012,Heat,01040,4,5,1632,15700,top20,4
1997,Hail,01041,4,20,8612,209891,top2,8
1997,Thunderstorm Wind,01041,4,52,9868,216417,top2,8
2002,Thunderstorm Wind,01041,6,52,12004,216417,top2,8
2002,Flash Flood,01041,1,14,3234,52939,top10,8
2002,Hail,01041,1,20,12540,209891,top2,8
2007,Thunderstorm Wind,01041,4,52,13015,216417,top2,18
2007,Drought,01041,8,30,3616,37442,top10,18
2007,Hail,01041,1,20,12711,209891,top2,18
2007,Heat,01041,1,4,464,15700,top20,18
2007,Funnel Cloud,01041,1,3,340,6056,top30,18
2007,Frost/Freeze,01041,2,2,1851,7678,top20,18
2007,Tornado,01041,1,10,1238,22750,top10,18
2012,Drought,01041,4,30,7883,37442,top10,11
2012,Heat,01041,2,4,1632,15700,top20,11
2012,Tornado,01041,2,10,1057,22750,top10,11
2012,Thunderstorm Wind,01041,2,52,16238,216417,top2,11
2012,Funnel Cloud,01041,1,3,326,6056,top30,11
2002,Heavy Snow,01042,1,2,3126,41887,top10,1
2007,Drought,01042,8,38,3616,37442,top10,9
2007,Heat,01042,1,4,464,15700,top20,9
2012,Drought,01042,7,38,7883,37442,top10,10
2012,Heat,01042,3,4,1632,15700,top20,10
1997,Hail,01043,8,162,8612,209891,top2,14
1997,Thunderstorm Wind,01043,4,197,9868,216417,top2,14
1997,Flash Flood,01043,1,44,3027,52939,top10,14
1997,Tornado,01043,1,34,1180,22750,top10,14
2002,Hail,01043,12,162,12540,209891,top2,19
2002,Thunderstorm Wind,01043,2,197,12004,216417,top2,19
2002,Tornado,01043,2,34,1040,22750,top10,19
2002,Lightning,01043,2,13,875,12849,top20,19
2002,Heavy Snow,01043,1,3,3126,41887,top10,19
2007,Hail,01043,4,162,12711,209891,top2,31
2007,Drought,01043,8,53,3616,37442,top10,31
2007,Thunderstorm Wind,01043,15,197,13015,216417,top2,31
2007,Tornado,01043,1,34,1238,22750,top10,31
2007,Heat,01043,1,4,464,15700,top20,31
2007,Frost/Freeze,01043,2,2,1851,7678,top20,31
2012,Hail,01043,7,162,13385,209891,top2,36
2012,Drought,01043,11,53,7883,37442,top10,36
2012,Heat,01043,3,4,1632,15700,top20,36
2012,Lightning,01043,3,13,591,12849,top20,36
2012,Thunderstorm Wind,01043,10,197,16238,216417,top2,36
2012,Heavy Rain,01043,1,4,1041,13299,top20,36
2012,Flood,01043,1,5,992,32593,top10,36
1997,Heat,01044,2,61,739,15700,top20,5
1997,Cold/Wind Chill,01044,3,14,1579,7587,top20,5
2002,Heat,01044,6,61,1315,15700,top20,9
2002,Extreme Cold/Wind Chill,01044,2,16,460,6237,top30,9
2002,Heavy Snow,01044,1,2,3126,41887,top10,9
2007,Heat,01044,1,61,464,15700,top20,9
2007,Drought,01044,8,52,3616,37442,top10,9
2012,Drought,01044,12,52,7883,37442,top10,20
2012,Heat,01044,6,61,1632,15700,top20,20
2012,Excessive Heat,01044,2,2,1156,5597,top30,20
1997,Thunderstorm Wind,01045,1,104,9868,216417,top2,6
1997,Tornado,01045,4,20,1180,22750,top10,6
1997,Hail,01045,1,32,8612,209891,top2,6
2002,Hail,01045,4,32,12540,209891,top2,11
2002,Thunderstorm Wind,01045,5,104,12004,216417,top2,11
2002,Heavy Snow,01045,1,2,3126,41887,top10,11
2002,Tornado,01045,1,20,1040,22750,top10,11
2007,Drought,01045,8,54,3616,37442,top10,19
2007,Tornado,01045,3,20,1238,22750,top10,19
2007,Heat,01045,1,4,464,15700,top20,19
2007,Thunderstorm Wind,01045,4,104,13015,216417,top2,19
2007,Heavy Rain,01045,1,4,874,13299,top20,19
2007,Hail,01045,2,32,12711,209891,top2,19
2012,Drought,01045,12,54,7883,37442,top10,45
2012,Thunderstorm Wind,01045,19,104,16238,216417,top2,45
2012,Hail,01045,5,32,13385,209891,top2,45
2012,Funnel Cloud,01045,1,2,326,6056,top30,45
2012,Heavy Rain,01045,2,4,1041,13299,top20,45
2012,Tornado,01045,1,20,1057,22750,top10,45
2012,Heat,01045,3,4,1632,15700,top20,45
2012,Flash Flood,01045,1,4,2304,52939,top10,45
2012,Lightning,01045,1,5,591,12849,top20,45
2002,Heavy Snow,01046,1,2,3126,41887,top10,1
2007,Drought,01046,7,41,3616,37442,top10,8
2007,Heat,01046,1,3,464,15700,top20,8
2012,Drought,01046,12,41,7883,37442,top10,14
2012,Heat,01046,2,3,1632,15700,top20,14
1997,Thunderstorm Wind,01047,6,71,9868,216417,top2,7
1997,Winter Storm,01047,1,1,3008,47751,top10,7
2002,Heavy Snow,01047,2,4,3126,41887,top10,2
2007,Hail,01047,3,60,12711,209891,top2,19
2007,Tornado,01047,1,15,1238,22750,top10,19
2007,Drought,01047,8,53,3616,37442,top10,19
2007,Thunderstorm Wind,01047,4,71,13015,216417,top2,19
2007,Frost/Freeze,01047,2,2,1851,7678,top20,19
2007,Heat,01047,1,4,464,15700,top20,19
2012,Drought,01047,12,53,7883,37442,top10,26
2012,Hail,01047,5,60,13385,209891,top2,26
2012,Heat,01047,3,4,1632,15700,top20,26
2012,Flash Flood,01047,1,10,2304,52939,top10,26
2012,Thunderstorm Wind,01047,4,71,16238,216417,top2,26
2012,Tornado,01047,1,15,1057,22750,top10,26
2002,Heavy Snow,01048,2,3,3126,41887,top10,2
2007,Drought,01048,8,46,3616,37442,top10,9
2007,Heat,01048,1,3,464,15700,top20,9
2012,Drought,01048,12,46,7883,37442,top10,14
2012,Heat,01048,2,3,1632,15700,top20,14
1997,Hail,01049,6,134,8612,209891,top2,12
1997,Thunderstorm Wind,01049,4,231,9868,216417,top2,12
1997,Lightning,01049,1,14,841,12849,top20,12
1997,Tornado,01049,1,26,1180,22750,top10,12
2002,Hail,01049,10,134,12540,209891,top2,18
2002,Thunderstorm Wind,01049,4,231,12004,216417,top2,18
2002,Lightning,01049,3,14,875,12849,top20,18
2002,Heavy Snow,01049,1,2,3126,41887,top10,18
2007,Heavy Rain,01049,3,8,874,13299,top20,40
2007,Hail,01049,7,134,12711,209891,top2,40
2007,Thunderstorm Wind,01049,20,231,13015,216417,top2,40
2007,Heat,01049,1,3,464,15700,top20,40
2007,Flash Flood,01049,1,30,3688,52939,top10,40
2007,Drought,01049,7,36,3616,37442,top10,40
2007,Lightning,01049,1,14,721,12849,top20,40
2012,Thunderstorm Wind,01049,21,231,16238,216417,top2,50
2012,Drought,01049,10,36,7883,37442,top10,50
2012,Hail,01049,11,134,13385,209891,top2,50
2012,Heavy Rain,01049,3,8,1041,13299,top20,50
2012,Heat,01049,2,3,1632,15700,top20,50
2012,Lightning,01049,2,14,591,12849,top20,50
2012,Flash Flood,01049,1,30,2304,52939,top10,50
2007,Heat,01050,1,6,464,15700,top20,8
2007,Drought,01050,7,41,3616,37442,top10,8
2012,Drought,01050,11,41,7883,37442,top10,16
2012,Heat,01050,5,6,1632,15700,top20,16
1997,Tornado,01051,1,21,1180,22750,top10,12
1997,Thunderstorm Wind,01051,3,125,9868,216417,top2,12
1997,Lightning,01051,1,11,841,12849,top20,12
1997,Hail,01051,5,69,8612,209891,top2,12
1997,Hurricane (Typhoon),01051,1,5,37,1584,top30,12
1997,Flash Flood,01051,1,23,3027,52939,top10,12
2002,Winter Storm,01051,1,3,3376,47751,top10,7
2002,Funnel Cloud,01051,1,4,235,6056,top30,7
2002,Hail,01051,3,69,12540,209891,top2,7
2002,Lightning,01051,1,11,875,12849,top20,7
2002,Thunderstorm Wind,01051,1,125,12004,216417,top2,7
2007,Hail,01051,7,69,12711,209891,top2,14
2007,Lightning,01051,1,11,721,12849,top20,14
2007,Thunderstorm Wind,01051,2,125,13015,216417,top2,14
2007,Flash Flood,01051,1,23,3688,52939,top10,14
2007,Funnel Cloud,01051,1,4,340,6056,top30,14
2007,Heat,01051,1,2,464,15700,top20,14
2007,Tornado,01051,1,21,1238,22750,top10,14
2012,Thunderstorm Wind,01051,16,125,16238,216417,top2,19
2012,Hail,01051,2,69,13385,209891,top2,19
2012,Tornado,01051,1,21,1057,22750,top10,19
2002,Winter Storm,01052,1,6,3376,47751,top10,1
2007,Heat,01052,1,2,464,15700,top20,1
1997,Thunderstorm Wind,01053,6,69,9868,216417,top2,8
1997,Hail,01053,2,35,8612,209891,top2,8
2002,Hail,01053,1,35,12540,209891,top2,6
2002,Winter Storm,01053,1,7,3376,47751,top10,6
2002,Flash Flood,01053,1,25,3234,52939,top10,6
2002,Thunderstorm Wind,01053,3,69,12004,216417,top2,6
2007,Heat,01053,1,3,464,15700,top20,3
2007,Flash Flood,01053,2,25,3688,52939,top10,3
2012,Thunderstorm Wind,01053,5,69,16238,216417,top2,8
2012,Hail,01053,2,35,13385,209891,top2,8
2012,Heat,01053,1,3,1632,15700,top20,8
2002,Winter Storm,01054,1,6,3376,47751,top10,1
2007,Heat,01054,1,2,464,15700,top20,1
1997,Hail,01055,2,66,8612,209891,top2,6
1997,Lightning,01055,1,12,841,12849,top20,6
1997,Funnel Cloud,01055,1,1,372,6056,top30,6
1997,Thunderstorm Wind,01055,1,155,9868,216417,top2,6
1997,Flash Flood,01055,1,20,3027,52939,top10,6
2002,Thunderstorm Wind,01055,10,155,12004,216417,top2,21
2002,Winter Storm,01055,1,6,3376,47751,top10,21
2002,Hail,01055,7,66,12540,209891,top2,21
2002,Lightning,01055,2,12,875,12849,top20,21
2002,Tornado,01055,1,9,1040,22750,top10,21
2007,Thunderstorm Wind,01055,5,155,13015,216417,top2,7
2007,Hail,01055,1,66,12711,209891,top2,7
2007,Heat,01055,1,3,464,15700,top20,7
2012,Hail,01055,4,66,13385,209891,top2,18
2012,Thunderstorm Wind,01055,13,155,16238,216417,top2,18
2012,Heavy Rain,01055,1,2,1041,13299,top20,18
2002,Winter Storm,01056,1,5,3376,47751,top10,1
2007,Heat,01056,1,2,464,15700,top20,1
1997,Thunderstorm Wind,01057,2,78,9868,216417,top2,4
1997,Hail,01057,2,33,8612,209891,top2,4
2002,Tornado,01057,3,23,1040,22750,top10,7
2002,Hail,01057,1,33,12540,209891,top2,7
2002,Thunderstorm Wind,01057,2,78,12004,216417,top2,7
2002,Winter Storm,01057,1,3,3376,47751,top10,7
2007,Thunderstorm Wind,01057,2,78,13015,216417,top2,7
2007,Tornado,01057,1,23,1238,22750,top10,7
2007,Heat,01057,1,2,464,15700,top20,7
2007,Hail,01057,1,33,12711,209891,top2,7
2007,Funnel Cloud,01057,1,3,340,6056,top30,7
2007,Lightning,01057,1,1,721,12849,top20,7
2012,Thunderstorm Wind,01057,5,78,16238,216417,top2,11
2012,Hail,01057,5,33,13385,209891,top2,11
2012,Flash Flood,01057,1,10,2304,52939,top10,11
2002,Winter Storm,01058,1,2,3376,47751,top10,1
2007,Heat,01058,1,2,464,15700,top20,1
1997,Hail,01059,11,83,8612,209891,top2,17
1997,Thunderstorm Wind,01059,4,127,9868,216417,top2,17
1997,Funnel Cloud,01059,1,2,372,6056,top30,17
1997,Heavy Rain,01059,1,2,558,13299,top20,17
2002,Thunderstorm Wind,01059,9,127,12004,216417,top2,15
2002,Winter Storm,01059,1,5,3376,47751,top10,15
2002,Hail,01059,4,83,12540,209891,top2,15
2002,Flash Flood,01059,1,20,3234,52939,top10,15
2007,Thunderstorm Wind,01059,2,127,13015,216417,top2,3
2007,Heat,01059,1,4,464,15700,top20,3
2012,Hail,01059,7,83,13385,209891,top2,25
2012,Thunderstorm Wind,01059,18,127,16238,216417,top2,25
2002,Winter Storm,01060,1,7,3376,47751,top10,1
2007,Heat,01060,1,2,464,15700,top20,1
1997,Tornado,01061,1,14,1180,22750,top10,3
1997,Hurricane (Typhoon),01061,1,7,37,1584,top30,3
1997,Thunderstorm Wind,01061,1,56,9868,216417,top2,3
2002,Tropical Storm,01061,2,9,234,3722,top30,8
2002,Thunderstorm Wind,01061,4,56,12004,216417,top2,8
2002,Hurricane (Typhoon),01061,1,7,69,1584,top30,8
2002,Winter Storm,01061,1,2,3376,47751,top10,8
2007,Heavy Rain,01061,1,5,874,13299,top20,4
2007,Thunderstorm Wind,01061,2,56,13015,216417,top2,4
2007,Heat,01061,1,5,464,15700,top20,4
2012,Thunderstorm Wind,01061,7,56,16238,216417,top2,23
2012,Tornado,01061,7,14,1057,22750,top10,23
2012,Lightning,01061,1,2,591,12849,top20,23
2012,Hail,01061,3,17,13385,209891,top2,23
2012,Heavy Rain,01061,4,5,1041,13299,top20,23
2012,Flash Flood,01061,1,4,2304,52939,top10,23
1997,Hurricane (Typhoon),01062,1,8,37,1584,top30,1
2002,Hurricane (Typhoon),01062,1,8,69,1584,top30,4
2002,Winter Storm,01062,1,5,3376,47751,top10,4
2002,Tropical Storm,01062,2,9,234,3722,top30,4
2007,Heat,01062,1,3,464,15700,top20,1
1997,Hurricane (Typhoon),01063,1,7,37,1584,top30,2
1997,Thunderstorm Wind,01063,1,34,9868,216417,top2,2
2002,Tropical Storm,01063,2,11,234,3722,top30,3
2002,Hurricane (Typhoon),01063,1,7,69,1584,top30,3
2007,High Surf,01063,1,4,399,5597,top30,8
2007,Heat,01063,2,6,464,15700,top20,8
2007,Hail,01063,4,29,12711,209891,top2,8
2007,Funnel Cloud,01063,1,2,340,6056,top30,8
2012,Thunderstorm Wind,01063,4,34,16238,216417,top2,5
2012,Tropical Storm,01063,1,11,195,3722,top30,5
1997,Hurricane (Typhoon),01064,1,7,37,1584,top30,1
2002,Hurricane (Typhoon),01064,1,7,69,1584,top30,3
2002,Tropical Storm,01064,2,10,234,3722,top30,3
2007,Rip Current,01064,5,12,57,806,top30,6
2007,Heat,01064,1,3,464,15700,top20,6
2012,Rip Current,01064,3,12,70,806,top30,4
2012,Tropical Storm,01064,1,10,195,3722,top30,4
1997,Thunderstorm Wind,01065,2,43,9868,216417,top2,2
2002,Thunderstorm Wind,01065,2,43,12004,216417,top2,3
2002,Hail,01065,1,40,12540,209891,top2,3
2007,Tornado,01065,2,17,1238,22750,top10,6
2007,Hail,01065,3,40,12711,209891,top2,6
2007,Thunderstorm Wind,01065,1,43,13015,216417,top2,6
2012,Flash Flood,01065,2,10,2304,52939,top10,18
2012,Drought,01065,10,26,7883,37442,top10,18
2012,Thunderstorm Wind,01065,4,43,16238,216417,top2,18
2012,Heavy Rain,01065,1,1,1041,13299,top20,18
2012,Hail,01065,1,40,13385,209891,top2,18
2012,Drought,01066,10,26,7883,37442,top10,10
1997,Tornado,01067,1,9,1180,22750,top10,2
1997,Thunderstorm Wind,01067,1,72,9868,216417,top2,2
2002,Hail,01067,2,18,12540,209891,top2,7
2002,Thunderstorm Wind,01067,3,72,12004,216417,top2,7
2002,Tornado,01067,2,9,1040,22750,top10,7
2007,Tornado,01067,1,9,1238,22750,top10,6
2007,Thunderstorm Wind,01067,5,72,13015,216417,top2,6
2012,Hail,01067,1,18,13385,209891,top2,20
2012,Drought,01067,12,28,7883,37442,top10,20
2012,Thunderstorm Wind,01067,7,72,16238,216417,top2,20
2012,Drought,01068,6,22,7883,37442,top10,6
1997,Hail,01069,2,52,8612,209891,top2,7
1997,Thunderstorm Wind,01069,2,123,9868,216417,top2,7
1997,Tornado,01069,3,9,1180,22750,top10,7
2002,Hail,01069,7,52,12540,209891,top2,18
2002,Thunderstorm Wind,01069,9,123,12004,216417,top2,18
2002,Lightning,01069,2,5,875,12849,top20,18
2007,Heavy Rain,01069,1,2,874,13299,top20,7
2007,Thunderstorm Wind,01069,6,123,13015,216417,top2,7
2012,Drought,01069,8,24,7883,37442,top10,42
2012,Thunderstorm Wind,01069,28,123,16238,216417,top2,42
2012,Hail,01069,5,52,13385,209891,top2,42
2012,Heavy Rain,01069,1,2,1041,13299,top20,42
1997,Heavy Rain,01071,1,6,558,13299,top20,8
1997,Thunderstorm Wind,01071,4,152,9868,216417,top2,8
1997,Hail,01071,1,83,8612,209891,top2,8
1997,Tornado,01071,1,21,1180,22750,top10,8
1997,Lightning,01071,1,8,841,12849,top20,8
2002,Thunderstorm Wind,01071,5,152,12004,216417,top2,14
2002,Hail,01071,9,83,12540,209891,top2,14
2007,Tornado,01071,1,21,1238,22750,top10,3
2007,Thunderstorm Wind,01071,2,152,13015,216417,top2,3
2012,Tornado,01071,1,21,1057,22750,top10,17
2012,Flash Flood,01071,1,26,2304,52939,top10,17
2012,Hail,01071,8,83,13385,209891,top2,17
2012,Thunderstorm Wind,01071,5,152,16238,216417,top2,17
2012,Lightning,01071,1,8,591,12849,top20,17
2012,Heavy Rain,01071,1,6,1041,13299,top20,17
1997,Hail,01073,17,267,8612,209891,top2,22
1997,Thunderstorm Wind,01073,3,248,9868,216417,top2,22
1997,Funnel Cloud,01073,1,11,372,6056,top30,22
1997,Lightning,01073,1,18,841,12849,top20,22
2002,Tornado,01073,1,34,1040,22750,top10,21
2002,Thunderstorm Wind,01073,6,248,12004,216417,top2,21
2002,Flash Flood,01073,4,73,3234,52939,top10,21
2002,Hail,01073,9,267,12540,209891,top2,21
2002,Lightning,01073,1,18,875,12849,top20,21
2007,Hail,01073,14,267,12711,209891,top2,32
2007,Thunderstorm Wind,01073,8,248,13015,216417,top2,32
2007,Lightning,01073,1,18,721,12849,top20,32
2007,Dust Devil,01073,1,1,6,148,last,32
2007,Tornado,01073,2,34,1238,22750,top10,32
2007,Flash Flood,01073,1,73,3688,52939,top10,32
2007,Funnel Cloud,01073,5,11,340,6056,top30,32
2012,Hail,01073,27,267,13385,209891,top2,65
2012,Thunderstorm Wind,01073,22,248,16238,216417,top2,65
2012,Tornado,01073,4,34,1057,22750,top10,65
2012,Flash Flood,01073,5,73,2304,52939,top10,65
2012,Heavy Rain,01073,7,24,1041,13299,top20,65
1997,Thunderstorm Wind,01075,4,131,9868,216417,top2,6
1997,Hail,01075,2,81,8612,209891,top2,6
2002,Hail,01075,3,81,12540,209891,top2,9
2002,Lightning,01075,1,5,875,12849,top20,9
2002,Thunderstorm Wind,01075,4,131,12004,216417,top2,9
2002,Tornado,01075,1,18,1040,22750,top10,9
2007,Thunderstorm Wind,01075,7,131,13015,216417,top2,13
2007,Funnel Cloud,01075,1,3,340,6056,top30,13
2007,Hail,01075,3,81,12711,209891,top2,13
2007,Flash Flood,01075,1,48,3688,52939,top10,13
2007,Tornado,01075,1,18,1238,22750,top10,13
2012,Thunderstorm Wind,01075,18,131,16238,216417,top2,31
2012,Flash Flood,01075,7,48,2304,52939,top10,31
2012,Hail,01075,6,81,13385,209891,top2,31
1997,Hail,01077,10,141,8612,209891,top2,14
1997,Heavy Rain,01077,1,9,558,13299,top20,14
1997,Thunderstorm Wind,01077,2,284,9868,216417,top2,14
1997,Lightning,01077,1,24,841,12849,top20,14
2002,Thunderstorm Wind,01077,3,284,12004,216417,top2,12
2002,Lightning,01077,1,24,875,12849,top20,12
2002,Hail,01077,6,141,12540,209891,top2,12
2002,Flash Flood,01077,2,96,3234,52939,top10,12
2007,Thunderstorm Wind,01077,31,284,13015,216417,top2,38
2007,Hail,01077,4,141,12711,209891,top2,38
2007,Flash Flood,01077,2,96,3688,52939,top10,38
2007,Heavy Rain,01077,1,9,874,13299,top20,38
2012,Hail,01077,24,141,13385,209891,top2,54
2012,Lightning,01077,1,24,591,12849,top20,54
2012,Thunderstorm Wind,01077,23,284,16238,216417,top2,54
2012,Flash Flood,01077,4,96,2304,52939,top10,54
2012,Heavy Rain,01077,2,9,1041,13299,top20,54
1997,Tornado,01079,1,19,1180,22750,top10,22
1997,Hail,01079,11,105,8612,209891,top2,22
1997,Thunderstorm Wind,01079,7,140,9868,216417,top2,22
1997,Heavy Rain,01079,1,4,558,13299,top20,22
1997,Lightning,01079,1,9,841,12849,top20,22
1997,Flash Flood,01079,1,35,3027,52939,top10,22
2002,Flash Flood,01079,1,35,3234,52939,top10,11
2002,Hail,01079,5,105,12540,209891,top2,11
2002,Thunderstorm Wind,01079,2,140,12004,216417,top2,11
2002,Lightning,01079,2,9,875,12849,top20,11
2002,Funnel Cloud,01079,1,3,235,6056,top30,11
2007,Thunderstorm Wind,01079,4,140,13015,216417,top2,6
2007,Tornado,01079,1,19,1238,22750,top10,6
2007,Hail,01079,1,105,12711,209891,top2,6
2012,Hail,01079,16,105,13385,209891,top2,34
2012,Thunderstorm Wind,01079,17,140,16238,216417,top2,34
2012,Flash Flood,01079,1,35,2304,52939,top10,34
1997,Hail,01081,5,77,8612,209891,top2,8
1997,Tornado,01081,1,14,1180,22750,top10,8
1997,Thunderstorm Wind,01081,1,69,9868,216417,top2,8
1997,Lightning,01081,1,9,841,12849,top20,8
2002,Hail,01081,4,77,12540,209891,top2,7
2002,Lightning,01081,3,9,875,12849,top20,7
2007,Thunderstorm Wind,01081,3,69,13015,216417,top2,7
2007,Hail,01081,1,77,12711,209891,top2,7
2007,Lightning,01081,1,9,721,12849,top20,7
2007,Funnel Cloud,01081,1,3,340,6056,top30,7
2007,Tornado,01081,1,14,1238,22750,top10,7
2012,Hail,01081,4,77,13385,209891,top2,14
2012,Thunderstorm Wind,01081,8,69,16238,216417,top2,14
2012,Tornado,01081,1,14,1057,22750,top10,14
2012,Heavy Rain,01081,1,2,1041,13299,top20,14
1997,Hail,01083,3,109,8612,209891,top2,19
1997,Thunderstorm Wind,01083,10,171,9868,216417,top2,19
1997,Tornado,01083,2,38,1180,22750,top10,19
1997,Heavy Rain,01083,1,6,558,13299,top20,19
1997,Lightning,01083,3,25,841,12849,top20,19
2002,Hail,01083,5,109,12540,209891,top2,9
2002,Flash Flood,01083,2,41,3234,52939,top10,9
2002,Funnel Cloud,01083,1,5,235,6056,top30,9
2002,Thunderstorm Wind,01083,1,171,12004,216417,top2,9
2007,Thunderstorm Wind,01083,11,171,13015,216417,top2,12
2007,Heavy Rain,01083,1,6,874,13299,top20,12
2012,Hail,01083,33,109,13385,209891,top2,68
2012,Thunderstorm Wind,01083,19,171,16238,216417,top2,68
2012,Lightning,01083,5,25,591,12849,top20,68
2012,Funnel Cloud,01083,2,5,326,6056,top30,68
2012,Tornado,01083,4,38,1057,22750,top10,68
2012,Heavy Rain,01083,1,6,1041,13299,top20,68
2012,Flash Flood,01083,4,41,2304,52939,top10,68
1997,Thunderstorm Wind,01085,1,40,9868,216417,top2,2
1997,Hail,01085,1,40,8612,209891,top2,2
2002,Hail,01085,1,40,12540,209891,top2,1
2007,Thunderstorm Wind,01085,7,40,13015,216417,top2,12
2007,Tornado,01085,2,11,1238,22750,top10,12
2007,Flash Flood,01085,1,12,3688,52939,top10,12
2007,Hail,01085,2,40,12711,209891,top2,12
2012,Thunderstorm Wind,01085,3,40,16238,216417,top2,13
2012,Tornado,01085,4,11,1057,22750,top10,13
2012,Hail,01085,4,40,13385,209891,top2,13
2012,Flash Flood,01085,2,12,2304,52939,top10,13
1997,Thunderstorm Wind,01087,1,38,9868,216417,top2,1
2002,Thunderstorm Wind,01087,2,38,12004,216417,top2,4
2002,Lightning,01087,1,1,875,12849,top20,4
2002,Hail,01087,1,32,12540,209891,top2,4
2007,Thunderstorm Wind,01087,1,38,13015,216417,top2,2
2007,Tornado,01087,1,10,1238,22750,top10,2
2012,Thunderstorm Wind,01087,4,38,16238,216417,top2,5
2012,Hail,01087,1,32,13385,209891,top2,5
1997,Heavy Rain,01089,1,16,558,13299,top20,25
1997,Thunderstorm Wind,01089,7,355,9868,216417,top2,25
1997,Lightning,01089,5,50,841,12849,top20,25
1997,Hail,01089,6,264,8612,209891,top2,25
1997,Tornado,01089,4,38,1180,22750,top10,25
1997,Funnel Cloud,01089,2,8,372,6056,top30,25
2002,Lightning,01089,2,50,875,12849,top20,37
2002,Thunderstorm Wind,01089,14,355,12004,216417,top2,37
2002,Hail,01089,18,264,12540,209891,top2,37
2002,Flash Flood,01089,1,101,3234,52939,top10,37
2002,Tornado,01089,2,38,1040,22750,top10,37
2007,Lightning,01089,2,50,721,12849,top20,33
2007,Hail,01089,12,264,12711,209891,top2,33
2007,Heavy Rain,01089,4,16,874,13299,top20,33
2007,Tornado,01089,1,38,1238,22750,top10,33
2007,Thunderstorm Wind,01089,9,355,13015,216417,top2,33
2007,Flash Flood,01089,4,101,3688,52939,top10,33
2007,Funnel Cloud,01089,1,8,340,6056,top30,33
2012,Hail,01089,27,264,13385,209891,top2,76
2012,Lightning,01089,8,50,591,12849,top20,76
2012,Thunderstorm Wind,01089,24,355,16238,216417,top2,76
2012,Flash Flood,01089,13,101,2304,52939,top10,76
2012,Tornado,01089,2,38,1057,22750,top10,76
2012,Heavy Rain,01089,2,16,1041,13299,top20,76
